module,file,kind,class,name,signature,async
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,chart_handler,"(self, request)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,close_position_handler,"(self, request)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,modify_position_handler,"(self, request)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,cancel_order_handler,"(self, request)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,modify_order_handler,"(self, request)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,toggle_strategy_handler,"(self, request)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,dismiss_alert_handler,"(self, request)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,sse_handler,"(self, request)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,update_dashboard_data,"(self, portfolio_value, cash_balance, positions_value, daily_pnl, total_pnl, open_positions, pending_orders, win_rate, sharpe_ratio, max_drawdown, active_alerts)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,update_positions,"(self, positions)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,update_orders,"(self, orders)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,update_performance,"(self, performance)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,update_risk,"(self, risk)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,add_alert,"(self, alert)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,start_dashboard,"(self, port=8080)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,update_metrics,"(self, metrics)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,get_dashboard_data,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,generate_charts,"(self, data)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,add_chart,"(self, chart_id, chart_type, title, data, options=None, update_interval=5)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,update_chart_data,"(self, chart_id, data)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_update_dashboard_data,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_broadcast_updates,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_serialize_dashboard_data,(self),False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_execute_action,"(self, action, params)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_close_position,"(self, position_id)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_modify_position,"(self, position_id, mods)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_cancel_order,"(self, order_id)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_modify_order,"(self, order_id, mods)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,_toggle_strategy,"(self, strategy, enabled)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,start,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,create_portfolio_chart,(self),False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,create_positions_chart,(self),False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,create_win_rate_chart,(self),False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,create_volume_chart,(self),False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,Dashboard,create_risk_gauge,(self),False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,class,,DashboardManager,,False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,DashboardManager,__init__,"(self, dashboard)",False
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,DashboardManager,connect_to_trading_system,"(self, engine, portfolio_manager, order_manager, alerts_system)",True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,DashboardManager,_update_portfolio_data,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,DashboardManager,_update_positions_data,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,DashboardManager,_update_orders_data,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,DashboardManager,_update_alerts_data,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,DashboardManager,_update_performance_data,(self),True
ClaudeDex.monitoring.dashboard,ClaudeDex/monitoring/dashboard.py,method,DashboardManager,_update_risk_data,(self),True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,class,,DashboardEndpoints,,False
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,__init__,"(self, host='0.0.0.0', port=8080, config=None, trading_engine=None, portfolio_manager=None, order_manager=None, risk_manager=None, alerts_system=None, config_manager=None, db_manager=None)",False
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_setup_routes,(self),False
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_setup_socketio,(self),False
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,index,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,dashboard_page,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,trades_page,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,positions_page,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,performance_page,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,settings_page,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,reports_page,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,backtest_page,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_dashboard_summary,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_recent_trades,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_trade_history,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_open_positions,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_positions_history,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_performance_metrics,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_performance_charts,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_recent_alerts,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_bot_start,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_bot_stop,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_bot_restart,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_emergency_exit,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_bot_status,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_get_settings,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_update_settings,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_revert_settings,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_settings_history,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_execute_trade,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_close_position,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_modify_position,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_cancel_order,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_generate_report,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_export_report,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_custom_report,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_run_backtest,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_backtest_results,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_get_strategy_params,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,api_update_strategy_params,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,sse_handler,"(self, request)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_send_initial_data,"(self, sid)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_broadcast_loop,(self),True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_generate_report,"(self, period, start_date, end_date, metrics)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_generate_custom_report,"(self, filters)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_export_csv,"(self, report)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_export_excel,"(self, report)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_export_pdf,"(self, report)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,_run_backtest_task,"(self, test_id, strategy, start_date, end_date, initial_balance, parameters)",True
ClaudeDex.monitoring.enhanced_dashboard,ClaudeDex/monitoring/enhanced_dashboard.py,method,DashboardEndpoints,start,(self),True
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,MetricType,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,TradeRecord,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,PerformanceSnapshot,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,PerformanceTracker,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,__init__,"(self, config=None)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,_default_config,(self),False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,_initialize_metrics,(self),False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,_init_database,(self),False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,record_trade,"(self, trade)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,_update_metrics,"(self, trade)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,_log_trade,"(self, trade)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,_calculate_snapshots,(self),True
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,_create_snapshot,"(self, period)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,_persist_data,(self),True
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,PerformanceTracker,get_performance_report,"(self, period='all')",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,StructuredLogger,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StructuredLogger,__init__,"(self, name='TradingBot', config=None)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StructuredLogger,_default_config,(self),False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StructuredLogger,_get_formatter,"(self, output_type)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StructuredLogger,log_trade,"(self, trade)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StructuredLogger,log_error,"(self, error, context)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StructuredLogger,log_performance,"(self, metrics)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StructuredLogger,setup_logging,"(self, config=None)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StructuredLogger,_save_error_to_file,"(self, error_data)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,JsonFormatter,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,JsonFormatter,format,"(self, record)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,ColoredFormatter,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,ColoredFormatter,format,"(self, record)",False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,StandardFormatter,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,StandardFormatter,__init__,(self),False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,class,,TradeFormatter,,False
ClaudeDex.monitoring.logger,ClaudeDex/monitoring/logger.py,method,TradeFormatter,format,"(self, record)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,MetricType,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,TradeRecord,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,PerformanceSnapshot,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,PerformanceTracker,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,__init__,"(self, config=None)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_default_config,(self),False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_initialize_metrics,(self),False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_init_database,(self),False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,record_trade,"(self, trade)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_update_metrics,"(self, trade)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_log_trade,"(self, trade)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_calculate_snapshots,(self),True
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_create_snapshot,"(self, period)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_persist_data,(self),True
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,get_performance_report,"(self, period='all')",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,track_trade,"(self, trade)",True
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,calculate_metrics,(self),True
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,calculate_sharpe_ratio,"(self, returns)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,calculate_max_drawdown,"(self, equity_curve)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,generate_report,(self),True
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,PerformanceTracker,_calculate_var,"(self, confidence_level)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,StructuredLogger,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,StructuredLogger,__init__,"(self, name='TradingBot', config=None)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,StructuredLogger,_default_config,(self),False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,StructuredLogger,setup_logging,(self),False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,StructuredLogger,_get_formatter,"(self, output_type)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,JsonFormatter,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,JsonFormatter,format,"(self, record)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,ColoredFormatter,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,ColoredFormatter,format,"(self, record)",False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,StandardFormatter,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,StandardFormatter,__init__,(self),False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,class,,TradeFormatter,,False
ClaudeDex.monitoring.performance,ClaudeDex/monitoring/performance.py,method,TradeFormatter,format,"(self, record)",False
ClaudeDex.scripts.analyze_strategy,ClaudeDex/scripts/analyze_strategy.py,function,,analyze_strategy,(strategy='all'),True
ClaudeDex.scripts.check_balance,ClaudeDex/scripts/check_balance.py,function,,check_balance,(),True
ClaudeDex.scripts.close_all_positions,ClaudeDex/scripts/close_all_positions.py,function,,close_all_positions,(confirm=False),True
ClaudeDex.scripts.daily_report,ClaudeDex/scripts/daily_report.py,function,,daily_report,(),True
ClaudeDex.scripts.emergency_stop,ClaudeDex/scripts/emergency_stop.py,function,,emergency_stop,(),True
ClaudeDex.scripts.export_trades,ClaudeDex/scripts/export_trades.py,function,,export_trades,"(format='csv', output=None)",True
ClaudeDex.scripts.generate_report,ClaudeDex/scripts/generate_report.py,function,,generate_report,"(days=30, format='text')",True
ClaudeDex.scripts.health_check,ClaudeDex/scripts/health_check.py,function,,check_health,(),True
ClaudeDex.scripts.health_check,ClaudeDex/scripts/health_check.py,function,,main,(),True
ClaudeDex.scripts.init_config,ClaudeDex/scripts/init_config.py,function,,init_config,(),False
ClaudeDex.scripts.migrate_database,ClaudeDex/scripts/migrate_database.py,function,,migrate_database,(),True
ClaudeDex.scripts.optimize_db,ClaudeDex/scripts/optimize_db.py,function,,optimize_db,(),True
ClaudeDex.scripts.overnight_summary,ClaudeDex/scripts/overnight_summary.py,function,,overnight_summary,(),True
ClaudeDex.scripts.post_update_check,ClaudeDex/scripts/post_update_check.py,function,,post_update_check,(),True
ClaudeDex.scripts.reset_db_sequences,ClaudeDex/scripts/reset_db_sequences.py,function,,reset_sequences,(),True
ClaudeDex.scripts.reset_nonce,ClaudeDex/scripts/reset_nonce.py,function,,reset_nonce,(),True
ClaudeDex.scripts.retrain_models,ClaudeDex/scripts/retrain_models.py,function,,retrain_models,(days_back=90),True
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,class,,TestRunner,,False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,__init__,(self),False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,setup_environment,(self),False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,check_test_database,(self),False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,create_test_database,(self),False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,check_redis,(self),False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,start_redis,(self),False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,run_tests,"(self, test_type='all', coverage=True, parallel=True, verbose=True, markers=None)",False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,parse_results,"(self, result)",False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,generate_report,(self),False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,method,TestRunner,cleanup,(self),False
ClaudeDex.scripts.run_tests,ClaudeDex/scripts/run_tests.py,function,,main,(),False
ClaudeDex.scripts.security_audit,ClaudeDex/scripts/security_audit.py,function,,security_audit,(),True
ClaudeDex.scripts.setup_database,ClaudeDex/scripts/setup_database.py,function,,setup_database,(),True
ClaudeDex.scripts.strategy_analysis,ClaudeDex/scripts/strategy_analysis.py,function,,strategy_analysis,(month=False),True
ClaudeDex.scripts.test_alerts,ClaudeDex/scripts/test_alerts.py,function,,test_alerts,(),True
ClaudeDex.scripts.test_apis,ClaudeDex/scripts/test_apis.py,function,,test_apis,(),True
ClaudeDex.scripts.update_blacklists,ClaudeDex/scripts/update_blacklists.py,function,,update_blacklists,(),True
ClaudeDex.scripts.update_models,ClaudeDex/scripts/update_models.py,function,,update_models,(weights_file=None),True
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,class,,ExpectedItem,,False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,class,,FoundMethod,,False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,class,,FileReport,,False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_read_text,(path),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_norm,(s),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_ann_to_str,(node),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_params_from_args,(args),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_visibility_from_name,(name),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_resolve_filename_under_root,"(root, rel_path)",False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,parse_expectations_from_md,(md_path),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_parse_tree_block_lines,(text),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,parse_structure_md,(md_path),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,class,,_CallCollector,,False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,method,_CallCollector,__init__,(self),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,method,_CallCollector,visit_Call,"(self, node)",False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,class,,_AstCollector,,False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,method,_AstCollector,__init__,(self),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,method,_AstCollector,visit_ClassDef,"(self, node)",False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,method,_AstCollector,_visit_func,"(self, node, is_async)",False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,method,_AstCollector,visit_FunctionDef,"(self, node)",False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,method,_AstCollector,visit_AsyncFunctionDef,"(self, node)",False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,collect_file_symbols,(py_path),False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_compare_signature,"(expected, found_variants, file_path)",False
ClaudeDex.scripts.verify_claudedex_plus,ClaudeDex/scripts/verify_claudedex_plus.py,function,,_check_visibility,"(expected, found_variants, file_path)",False
